單位名稱,lon,lat,編號,電話,地址,縣市,鄉鎮市區,鄰里
仁春藥局,120.58503,23.860313,5937070191,(04)8742409,彰化縣田中鎮員集路二段４５３、４５５號,彰化縣,田中鎮,北路里
大眾藥局,120.582102,23.860919,5937071296,(04)8749723,彰化縣田中鎮斗中路一段１４２號,彰化縣,田中鎮,西路里
祥品藥局,120.587359,23.863727,5937071330,(04)8762311,彰化縣田中鎮北路里福安路３０８號,彰化縣,田中鎮,北路里
正益藥局,120.586508,23.862723,5937071385,(04)8761001,彰化縣田中鎮北路里新福路５３巷１３號１樓,彰化縣,田中鎮,北路里
田中啄木鳥藥局,120.586413,23.856283,5937071401,(04)8746468,彰化縣田中鎮南路里員集路２段２６６號,彰化縣,田中鎮,南路里
大安藥局,120.586013,23.862639,5937071447,(04)8752201,彰化縣田中鎮新福路５７號,彰化縣,田中鎮,北路里
萬禾藥局,120.587172,23.871379,5937071456,(04)8742242,彰化縣田中鎮員集路３段２７７號,彰化縣,田中鎮,中潭里
鎮安藥局,120.369448,23.900477,5937080115,(04)8960473,彰化縣二林鎮東和里中山路５２號之２,彰化縣,二林鎮,東和里
慈生藥局,120.41976,23.95482,5937080160,(04)8682287,彰化縣二林鎮萬興里二溪路六段４５２號,彰化縣,二林鎮,萬興里
台明藥局,120.367792,23.900947,5937080179,(04)8966176,彰化縣二林鎮東和里斗苑路五段２１３號,彰化縣,二林鎮,東和里
信裕藥局,120.368451,23.894506,5937080188,(04)8963684,彰化縣二林鎮南光里南安路４３５號,彰化縣,二林鎮,南光里
小博士藥局,120.373204,23.899693,5937081363,(04)8957775,彰化縣二林鎮斗苑路四段７００號,彰化縣,二林鎮,豐田里
永全藥局,120.369573,23.90134,5937081390,(04)8958878,彰化縣二林鎮二溪路一段１８號,彰化縣,二林鎮,東和里
長頸鹿藥局,120.372406,23.898856,5937081407,(04)8952453,彰化縣二林鎮大成路１段１３７號,彰化縣,二林鎮,東和里
二林福倫藥局,120.373354,23.899491,5937081434,(04)8956818,彰化縣二林鎮豐田里斗苑路４段６６９、６７１號,彰化縣,二林鎮,豐田里
育民健保藥局,120.36844,23.90094,5937081461,(04)8953956,彰化縣二林鎮東和里新生路７２號,彰化縣,二林鎮,東和里
加佳藥局,120.364314,23.902118,5937081514,(04)8963080,彰化縣二林鎮東和里仁愛路６７８號１樓,彰化縣,二林鎮,東和里
線西藥局,120.470933,24.131033,5937091056,(04)7582482,彰化縣線西鄉寓埔村中央路二段４８號,彰化縣,線西鄉,寓埔村
伸港藥局,120.48586,24.148252,5937101146,(04)7992663,彰化縣伸港鄉新港村信義路１３５號,彰化縣,伸港鄉,新港村
貓頭鷹藥局,120.488548,24.147575,5937101173,(04)7996596,彰化縣伸港鄉新港村中山東路９９號,彰化縣,伸港鄉,新港村
伸和藥局,120.484682,24.146454,5937101226,(04)7998129,彰化縣伸港鄉新港村中正路２０巷２號,彰化縣,伸港鄉,新港村
協和藥局,120.484481,24.147062,5937101235,(04)7981233,彰化縣伸港鄉中山路１０１號,彰化縣,伸港鄉,新港村
春生藥局伸港店,120.486763,24.151349,5937101244,(04)7986263,彰化縣伸港鄉新港村新港路４１７號,彰化縣,伸港鄉,新港村
福興永安藥局,120.425844,24.04239,5937111062,(04)7745268,彰化縣福興鄉沿海路４段７３７號,彰化縣,福興鄉,福南村
健安藥局,120.413701,24.029404,5937111151,(04)7707835,彰化縣福興鄉廈粘村沿海路３段２１４－１號１樓,彰化縣,福興鄉,廈粘村
啟仁藥局,120.502128,24.035891,5937120043,(04)7694953,彰化縣秀水鄉安東村文化街１５巷２號,彰化縣,秀水鄉,安東村
效生藥局,120.494454,24.026149,5937120052,(04)7683931,彰化縣秀水鄉民生街９０８號,彰化縣,秀水鄉,埔崙村
伸豐藥局,120.497729,24.032036,5937121184,(04)7697482,彰化縣秀水鄉福安村彰水路二段６６３號,彰化縣,秀水鄉,福安村
欣冠藥局,120.50075,24.034599,5937121228,(04)7689699,彰化縣秀水鄉中山路３４５號,彰化縣,秀水鄉,安東村
福慧藥局,120.491669,24.02402,5937121237,(04)7689180,彰化縣秀水鄉彰水路２段２０３號,彰化縣,秀水鄉,埔崙村
福安藥局,120.49569,24.029554,5937121282,(04)7686981,彰化縣秀水鄉彰水路２段５２３號,彰化縣,秀水鄉,福安村
武田藥局,120.544107,24.027191,5937131153,(04)7878683,彰化縣花壇鄉長沙村中正路１２０號,彰化縣,花壇鄉,長沙村
祥安藥局,120.546318,24.044591,5937131171,(04)7863460,彰化縣花壇鄉彰員路３段８９號,彰化縣,花壇鄉,白沙村
花壇福倫藥局,120.537983,24.028882,5937131206,(04)7882818,彰化縣花壇鄉中山路２段１５９號１樓,彰化縣,花壇鄉,南口村
春生藥局花壇店,120.541472,24.026387,5937131233,(04)7867715,彰化縣花壇鄉花壇村中正路５７－１號,彰化縣,花壇鄉,花壇村
善生藥局,120.542017,24.026565,5937131242,(04)7862361,彰化縣花壇鄉中正路２００號,彰化縣,花壇鄉,長沙村
大福藥局,120.544889,24.027182,5937131260,(04)7880073,彰化縣花壇鄉長沙村中正路９１號１樓,彰化縣,花壇鄉,長沙村
口庄藥局,120.534776,24.041982,5937131288,(04)7867209,彰化縣花壇鄉中山路２段５６２號,彰化縣,花壇鄉,中口村
民生藥局,120.628324,24.013908,5937140018,(049)2522595,彰化縣芬園鄉社口村彰南路４段１１３號,彰化縣,芬園鄉,社口村
金宏恩藥局,120.628872,24.013851,5937140027,(049)2522391,彰化縣芬園鄉社口村彰南路４段１０８巷１２號,彰化縣,芬園鄉,社口村
正明藥局,120.644028,24.011888,5937140054,(049)2523918,彰化縣芬園鄉茄荖村芬草路一段２７３號,彰化縣,芬園鄉,茄荖村
啟安大藥局,120.630515,24.013818,5937141104,(049)2522858,彰化縣芬園鄉芬草路２段２３０號,彰化縣,芬園鄉,社口村
天德藥師藥局,120.559235,23.98875,5937150019,(04)8525256,彰化縣大村鄉擺塘村中正西路６１號,彰化縣,大村鄉,擺塘村
大欣藥局,120.563291,23.989158,5937150032,(04)8524803,彰化縣大村鄉村上村中正西路１９號,彰化縣,大村鄉,村上村
郭藥局,120.544668,23.996611,5937151075,(04)8522988,彰化縣大村鄉茄苳路１段１３２號,彰化縣,大村鄉,大村村
誠品藥局,120.544941,23.999356,5937151119,(04)8529206,彰化縣大村鄉大村村茄苳路１段２３３號,彰化縣,大村鄉,大村村
五行藥局,120.589779,23.982004,5937151128,(04)8527603,彰化縣大村鄉黃厝村１２鄰山腳路２－２６號,彰化縣,大村鄉,黃厝村
萬來藥局,120.585591,23.989959,5937151137,(04)8535565,彰化縣大村鄉福興村山腳路８０－９號,彰化縣,大村鄉,福興村
埔鹽藥局,120.47675,23.995913,5937161115,(04)8659655,彰化縣埔鹽鄉埔鹽村彰水路二段８號１樓,彰化縣,埔鹽鄉,埔鹽村
福氣藥局,120.463425,24.00005,5937161124,(04)8657735,彰化縣埔鹽鄉好修村中正路２２９號１樓,彰化縣,埔鹽鄉,好修村
石埤藥局,120.422472,23.988875,5937161133,(04)8655146,彰化縣埔鹽鄉石埤村番金路８０之１６號,彰化縣,埔鹽鄉,石埤村
侯藥師藥局,120.464041,24.000193,5937161151,(04)8651837,彰化縣埔鹽鄉中正路２０６號,彰化縣,埔鹽鄉,好修村
普生藥師藥局,120.550103,23.951935,5937170098,(04)8294449,彰化縣埔心鄉東門村中正路１段１４號,彰化縣,埔心鄉,東門村
安麗兒藥局埔心店,120.541662,23.952882,5937171157,(04)8295129,彰化縣埔心鄉義民村員鹿路２段４３４號１樓,彰化縣,埔心鄉,義民村
生春大藥局,120.546948,23.921434,5937180030,(04)8220929,彰化縣永靖鄉東門路２３３號,彰化縣,永靖鄉,永東村
天喜生大藥局,120.545018,23.922799,5937180094,(04)8221821,彰化縣永靖鄉永西村西門路４１號,彰化縣,永靖鄉,永西村
詹藥局,120.561793,23.914846,5937180138,(04)8225691,彰化縣永靖鄉浮圳村浮圳路４３３號,彰化縣,永靖鄉,浮圳村
邱利調劑藥局,120.546908,23.924189,5937181215,(04)8235509,彰化縣永靖鄉瑚璉路３０８號,彰化縣,永靖鄉,永西村
永茗藥局,120.54768,23.921816,5937181260,(04)8242721,彰化縣永靖鄉永東村東門路１９８號,彰化縣,永靖鄉,永東村
佳恩藥局,120.547025,23.924214,5937181279,(04)8235753,彰化縣永靖鄉永西村瑚璉路３０２號,彰化縣,永靖鄉,永西村
張藥局,120.589491,23.899666,5937190107,(04)8734660,彰化縣社頭鄉社頭村清水岩路３６７號,彰化縣,社頭鄉,社頭村
永信藥局,120.588061,23.897867,5937191211,(04)8732582,彰化縣社頭鄉社頭村員集路２段１７２號,彰化縣,社頭鄉,社頭村
和成藥局,120.501099,23.918207,5937210015,(04)8227360,彰化縣田尾鄉中正路三段２５３號,彰化縣,田尾鄉,海豐村
溪畔藥局,120.537103,23.901688,5937211101,(04)8239016,彰化縣田尾鄉溪畔村中山路２段３９７號,彰化縣,田尾鄉,溪畔村
禾欣藥局,120.53001,23.892589,5937211110,(04)8830800,彰化縣田尾鄉中山路一段５３９號,彰化縣,田尾鄉,田尾村
埤頭藥局,120.459145,23.891729,5937220057,(04)8922162,彰化縣埤頭鄉合興村斗苑西路２６１號,彰化縣,埤頭鄉,合興村
路上中華藥局,120.3353297,23.8921086,5937230035,(04)8983831,彰化縣芳苑鄉路平村上林路３８８號,,,
宏吉藥局,120.42707,23.862823,5937251105,(04)8976709,彰化縣竹塘鄉竹塘村仁愛街５０號,彰化縣,竹塘鄉,竹塘村
竹塘張藥局,120.426741,23.859132,5937251169,(04)8972216,彰化縣竹塘鄉中興街５６號,彰化縣,竹塘鄉,竹塘村
呂藥局,120.494366,23.851738,5937260033,(04)8895552,彰化縣溪州鄉溪州里中興路１號,彰化縣,溪州鄉,溪州村
益興藥局,120.566988,23.81505,5937261147,(04)8802581,彰化縣溪州鄉大庄村中山巷２７號,彰化縣,溪州鄉,大庄村
中榮堂中西藥局,120.494918,23.853072,5937261165,(04)8895636,彰化縣溪州鄉中山路３段３６７號,彰化縣,溪州鄉,瓦厝村
成記大藥局,120.49367,23.853006,5937261227,(04)8891788,彰化縣溪州鄉中山路三段３００號,彰化縣,溪州鄉,溪州村
宏嘉藥局,120.68541,23.906627,5938010108,(049)2228073,南投縣南投市崇文里彰南路一段１１１４號,南投縣,南投市,崇文里
聖恩藥局,120.693843,23.945859,5938010153,(049)2316366,南投縣南投市營北里中正路２３６號１樓,南投縣,南投市,營北里
南投藥局,120.686653,23.908814,5938010386,(049)2222607,南投縣南投市南投村民族路２８６號,南投縣,南投市,南投里
弘昌藥局,120.68344,23.900961,5938010420,(049)2228902,南投縣南投市三興里南崗一路８５號,南投縣,南投市,三興里
福倫藥局,120.68347,23.913061,5938010546,(049)2202918,南投縣南投市南陽路３４５號,南投縣,南投市,康壽里
廣元藥局,120.687978,23.908889,5938011614,(049)2222601,南投縣南投市龍泉里民族路２２７號,南投縣,南投市,龍泉里
健美藥局,120.686297,23.909608,5938011785,(049)2207785,南投縣南投市民權街９８號,南投縣,南投市,仁和里
南投丁丁藥局,120.68729,23.909204,5938011810,(049)2245977,南投縣南投市三和里三和二路１０號,南投縣,南投市,三和里
和康藥局,120.687854,23.903363,5938011829,(049)2227008,南投縣南投市復興路７５－１號,南投縣,南投市,三和里
南投啄木鳥藥局,120.690512,23.904723,5938011847,(049)2241683,南投縣南投市中興路６１２號,南投縣,南投市,三和里
佳民藥局,120.962945,23.96718,5938020088,(049)2987151,南投縣埔里鎮薰化里南昌街２８７號,南投縣,埔里鎮,薰化里
吉生藥局,120.966258,23.964625,5938020159,(049)2982966,南投縣埔里鎮南門里南昌街１４５號,南投縣,埔里鎮,南門里
德林藥局,120.951701,23.973057,5938020257,(049)2915293,南投縣埔里鎮大城路２０６號,南投縣,埔里鎮,大城里
黎明藥局,120.965889,23.966786,5938021423,(049)2990941,南投縣埔里鎮中正路４６２號,南投縣,埔里鎮,西門里
東風中西藥局,120.962435,23.96734,5938021432,(049)2903112,南投縣埔里鎮南昌街３０９號,南投縣,埔里鎮,薰化里
大家好藥局,120.968625,23.966517,5938021521,(049)2995876,南投縣埔里鎮中山路２段２６２－１號,南投縣,埔里鎮,北門里
大善藥局,120.945571,24.002758,5938021638,(049)2930395,南投縣埔里鎮東峰路１９之１號２樓,南投縣,埔里鎮,一新里
埔里啄木鳥藥局,120.953676,23.969603,5938021683,(049)2914510,南投縣埔里鎮中山路三段４６７號,南投縣,埔里鎮,大城里
欣欣藥局,120.967788,23.964462,5938021745,(049)2421931,南投縣埔里鎮中正路３８５號,南投縣,埔里鎮,東門里
集成藥局,120.964422,23.963861,5938021772,(049)2992837,南投縣埔里鎮南興街２７０號,南投縣,埔里鎮,清新里
高品藥局,120.9653,23.965855,5938021852,(049)2421616,南投縣埔里鎮南昌街２００號,南投縣,埔里鎮,南門里
好安心藥局,120.966927,23.964583,5938021914,(049)2990377,南投縣埔里鎮中山路二段３２７號,南投縣,埔里鎮,南門里
光田藥局,120.965561,23.963364,5938021941,(049)2982830,南投縣埔里鎮南門里南榮路１２號,南投縣,埔里鎮,南門里
宜康健保藥局,120.963732,23.966848,5938021969,(049)2904170,南投縣埔里鎮南昌街２６１號,南投縣,埔里鎮,薰化里
禾安康藥局,120.964484,23.966311,5938022000,(049)2900219,南投縣埔里鎮南昌街２１９號１樓,南投縣,埔里鎮,薰化里
大樹埔里藥局,120.966406,23.9663,5938022064,(049)2980805,南投縣埔里鎮中正路４３８號,南投縣,埔里鎮,西門里
埔里福倫健保藥局,120.96616,23.963848,5938022117,(049)2999118,南投縣埔里鎮中山路二段３６７號,南投縣,埔里鎮,南門里
埔里能安藥局,120.965601,23.965186,5938022126,(049)2986578,南投縣埔里鎮西安路一段６６號,南投縣,埔里鎮,南門里
草新健保藥局,120.965839,23.964007,5938022135,(049)2901689,南投縣埔里鎮中山路二段３９０號,南投縣,埔里鎮,南門里
誠光藥局,120.963009,23.972568,5938022153,(049)2987721,南投縣埔里鎮中正路５９９號,南投縣,埔里鎮,西門里
萬壽堂藥局,120.682801,23.978534,5938030057,(049)2333570,南投縣草屯鎮中山街２１１號,南投縣,草屯鎮,中山里
新慈仁藥局,120.685447,23.960791,5938030075,(049)2335426,南投縣草屯鎮山腳里虎山路１３０號,南投縣,草屯鎮,山腳里
國聖藥局,120.683942,23.982321,5938030084,(049)2305685,南投縣草屯鎮芬草路１段３５號,南投縣,草屯鎮,明正里
環球大藥局,120.684473,23.981242,5938030100,(049)2356485,南投縣草屯鎮中正路７５３號,南投縣,草屯鎮,明正里
建林藥局,120.667719,23.975072,5938030191,(049)2336449,南投縣草屯鎮復興路７３４號,南投縣,草屯鎮,復興里
易生藥局,120.681594,23.984588,5938030280,(049)2323350,南投縣草屯鎮明正里芬草路一段１５３號,南投縣,草屯鎮,明正里
豐安藥局,120.688173,23.993246,5938030379,(049)2334412,南投縣草屯鎮中正路１２１９號,南投縣,草屯鎮,新豐里
草屯福倫藥局,120.682843,23.976896,5938030735,(049) 2314218,南投縣草屯鎮中山街１４２號,南投縣,草屯鎮,和平里
東洋藥局,120.684761,23.982479,5938032140,(049)2336096,南投縣草屯鎮中正路７９３號,南投縣,草屯鎮,明正里
福安藥局,120.684663,23.977813,5938032453,(049)2333349,南投縣草屯鎮碧山路９３號,南投縣,草屯鎮,和平里
快安藥局,120.706488,23.766767,5938040151,(049)2643048,南投縣竹山鎮延平里集山路三段１３號,南投縣,竹山鎮,延平里
天佑藥局,120.679797,23.757448,5938040160,(049)2647515,南投縣竹山鎮竹圍里前山路一段５８號,南投縣,竹山鎮,竹圍里
慈仁藥局,120.683541,23.757463,5938040179,(049)2643924,南投縣竹山鎮集山路三段942號,南投縣,竹山鎮,竹山里
潘藥局,120.686017,23.755098,5938040277,(049)2645613,南投縣竹山鎮竹山里下橫街２６－１１號,南投縣,竹山鎮,竹山里
皇英藥局,120.680914,23.754898,5938040286,(049)2654006,南投縣竹山鎮林圯街２７－１號,南投縣,竹山鎮,雲林里
氏林藥局,120.681805,23.754633,5938040295,(049)2645829,南投縣竹山鎮中山里雲林路７３號,南投縣,竹山鎮,中山里
銘彥童藥局,120.68474,23.757897,5938040348,(049)2642045,南投縣竹山鎮竹山里集山路三段８２７號,南投縣,竹山鎮,竹山里
林惠生藥局,120.685274,23.755368,5938040419,(049)2630220,南投縣竹山鎮下橫街２６之２號,南投縣,竹山鎮,竹山里
宏明堂藥局,120.683061,23.756158,5938040437,(049)2642202,南投縣竹山鎮竹山里橫街８８號,南投縣,竹山鎮,竹山里
竹山福倫藥局,120.685673,23.758813,5938041569,(049)2658518,南投縣竹山鎮竹山里集山路三段858號,南投縣,竹山鎮,竹山里
竹山啄木鳥藥局,120.681005,23.75509,5938041667,(049)2655345,南投縣竹山鎮集山路三段１０１１號,南投縣,竹山鎮,雲林里
宗穎藥局,120.690751,23.760061,5938041685,(049)2635379,南投縣竹山鎮集山路３段５８７號,南投縣,竹山鎮,延和里
仁惠藥局,120.713523,23.799607,5938041694,(049)2622158,南投縣竹山鎮集山路二段９９號,南投縣,竹山鎮,山崇里
早安藥局,120.683426,23.756084,5938041729,(049)2651032,南投縣竹山鎮雲林路４１號,南投縣,竹山鎮,中正里
集山啄木鳥藥局,120.696024,23.761785,5938041756,(049)2659287,南投縣竹山鎮集山路３段４０５號,南投縣,竹山鎮,延和里
博愛藥局,120.683532,23.756139,5938041845,(049)2642748,南投縣竹山鎮雲林路３５號,南投縣,竹山鎮,中正里
優適藥局,120.685767,23.759992,5938041872,(049)2630355,南投縣竹山鎮大明路１４９－５號,南投縣,竹山鎮,竹山里
明仁藥局,120.683435,23.757372,5938041881,(049)2659650,南投縣竹山鎮集山路三段９４８－２號,南投縣,竹山鎮,竹山里
家禾藥局,120.779007,23.826739,5938050120,(049)2760565,南投縣集集鎮民生路２３７號,南投縣,集集鎮,和平里
源和藥局,120.939324,23.89631,5938090026,(049)2897666,南投縣魚池鄉魚池村魚池街２７８號,南投縣,魚池鄉,魚池村
得康藥局,120.93697,23.896717,5938091149,(049)2899630,南投縣魚池鄉魚池村魚池街３７３號,南投縣,魚池鄉,魚池村
佑全藥局,120.857189,24.041474,5938100018,(049)2722998,南投縣國姓鄉中興路１０３號,南投縣,國姓鄉,石門村
興安藥局,120.887699,24.051214,5938100063,(049)2721133,南投縣國姓鄉石門村國姓路２７８－１號,南投縣,國姓鄉,石門村
杏仁藥局,120.852581,23.817578,5938110023,(049)2776008,南投縣水里鄉新城村民權路２３６號,南投縣,水里鄉,新城村
人人藥局,120.854019,23.815675,5938110032,(049)2770166,南投縣水里鄉中央村中正路７８號,南投縣,水里鄉,中央村
立特藥局,120.854342,23.815874,5938110078,(049)2775837,南投縣水里鄉中央村中正路６８號,南投縣,水里鄉,中央村
永康藥局,121.132394,24.022493,5938130016,(049)2802730,南投縣仁愛鄉大同村仁和路８４號,南投縣,仁愛鄉,大同村
葉藥局,120.547361,23.709499,5939010059,(05)5339496,雲林縣斗六市忠孝里大同路２０８號,雲林縣,斗六市,忠孝里
永聖藥局,120.5403895,23.7147261,5939010200,(05)5329858,雲林縣斗六市鎮北里南京路３９３號１樓,,,
重興藥局,120.578537,23.724422,5939010228,(05)5573365,雲林縣斗六市榴中里中興路８９號,雲林縣,斗六市,榴中里
東京大藥局,120.548587,23.711075,5939010399,(05)5348073,雲林縣斗六市文化路７９號,雲林縣,斗六市,鎮東里
怡康健保藥局,120.539153,23.708486,5939011734,(05)5334585,雲林縣斗六市西平路４２－１號,雲林縣,斗六市,光興里
汶藥局,120.545084,23.709653,5939011832,(05)5344728,雲林縣斗六市大同路１０３號２樓,雲林縣,斗六市,忠孝里
明真西藥局,120.544681,23.705126,5939011850,(05)5321605,雲林縣斗六市自由路１號,雲林縣,斗六市,公正里
雲萱藥局,120.529113,23.701223,5939011878,(05)5371688,雲林縣斗六市雲林路二段３３３之１號,雲林縣,斗六市,鎮西里
榮譽藥局,120.547965,23.709441,5939012062,(05)5343503,雲林縣斗六市永安路５３號,雲林縣,斗六市,忠孝里
鎮東藥局,120.551557,23.708458,5939012133,(05)5332449,雲林縣斗六市中華路４６０號,雲林縣,斗六市,文化里
上海啄木鳥藥局,120.541718,23.714435,5939012188,(05)5374296,雲林縣斗六市上海路２３４號,雲林縣,斗六市,公誠里
啄木鳥藥局,120.536935,23.699344,5939012222,(05)5344030,雲林縣斗六市民生南路２６２號,雲林縣,斗六市,鎮南里
瑞安藥局,120.544639,23.710215,5939012320,(05)5373085,雲林縣斗六市中正路１５號,雲林縣,斗六市,忠孝里
永光藥局,120.54204,23.709895,5939012339,(05)5379939,雲林縣斗六市中山路９號,雲林縣,斗六市,四維里
眼光藥局,120.543205,23.711928,5939012384,(05)5324462,雲林縣斗六市信義里鎮北路２５－１號,雲林縣,斗六市,信義里
二水鄭家藥局,120.551283,23.711291,5939012464,(05)5323788,雲林縣斗六市文化路２３４號,雲林縣,斗六市,文化里
家康藥局,120.534419,23.712578,5939012473,(05)5362871,雲林縣斗六市西平路１８３號,雲林縣,斗六市,三平里
世明中西藥局,120.553172,23.711623,5939012526,(05)5333109,雲林縣斗六市文化路３２４－１號,雲林縣,斗六市,文化里
林博彥藥師藥局,120.54954,23.70354,5939012580,(05)5361258,雲林縣斗六市莊敬路６５號,雲林縣,斗六市,成功里
斗六藥局,120.534029,23.704772,5939012599,(05)5372300,雲林縣斗六市雲林路二段１１３號,雲林縣,斗六市,鎮西里
佑全斗六慶生藥局,120.540161,23.712811,5939012615,(05)5372736,雲林縣斗六市慶生路２６號,雲林縣,斗六市,公誠里
惠生大藥局,120.477616,23.675438,5939020082,(05)5972478,雲林縣斗南鎮中天里文元街５０號,雲林縣,斗南鎮,中天里
全安藥局,120.478307,23.676548,5939020091,(05)5965255,雲林縣斗南鎮中天里中正路１２３號,雲林縣,斗南鎮,中天里
仁安堂藥局,120.477837,23.675346,5939020171,(05)5952020,雲林縣斗南鎮南昌里文元街４３號,雲林縣,斗南鎮,南昌里
菩提大藥局,120.476071,23.67559,5939020224,(05)5951539,雲林縣斗南鎮延平路二段４１２號,雲林縣,斗南鎮,明昌里
玲津藥局,120.480912,23.673005,5939021294,(05)5972889,雲林縣斗南鎮中山路１７之２號,雲林縣,斗南鎮,南昌里
佑仁藥局,120.478456,23.674449,5939021409,(05)5963853,雲林縣斗南鎮新興街１６０號,雲林縣,斗南鎮,南昌里
群安藥局,120.477469,23.672999,5939021481,(05)5973100,雲林縣斗南鎮南昌路１５１號２樓,雲林縣,斗南鎮,南昌里
庚辛藥局,120.477961,23.676421,5939021490,(05)5953776,雲林縣斗南鎮中正路１３９－１號,雲林縣,斗南鎮,中天里
感恩藥局,120.479074,23.673954,5939021534,(05)5955216,雲林縣斗南鎮中山路２２３號,雲林縣,斗南鎮,西岐里
惠宏藥局,120.478556,23.678409,5939021543,(05)5953727,雲林縣斗南鎮延平路２段２６４號,雲林縣,斗南鎮,西岐里
民安藥局,120.47887,23.67575,5939021552,(05)5972076,雲林縣斗南鎮中山路８９號,雲林縣,斗南鎮,中天里
聖安藥局,120.478787,23.673197,5939021561,(05)5954652,雲林縣斗南鎮南昌里南昌路１３０號,雲林縣,斗南鎮,南昌里
他里霧藥局,120.479026,23.67382,5939021570,(05)5950560,雲林縣斗南鎮民權路１９號,雲林縣,斗南鎮,南昌里
晉泰藥局,120.436849,23.709759,5939030211,(05)6327777,雲林縣虎尾鎮新興里中正路１８號,雲林縣,虎尾鎮,新興里
寶全藥局,120.434452,23.709499,5939030220,(05)6322169,雲林縣虎尾鎮中山里新興路８５號,雲林縣,虎尾鎮,中山里
張維修藥局,120.436042,23.711789,5939030284,(05)6326456,雲林縣虎尾鎮林森路一段３６６號,雲林縣,虎尾鎮,公安里
黎明藥師藥局,120.437056,23.708136,5939030300,(05)6310921,雲林縣虎尾鎮新生路１１０號,雲林縣,虎尾鎮,新興里
良方藥局,120.434362,23.70764,5939031576,(05)6312106,雲林縣虎尾鎮中山路５７號,雲林縣,虎尾鎮,中山里
利芳藥局,120.438518,23.710107,5939031585,(05)6311016,雲林縣虎尾鎮光復路３１０號,雲林縣,虎尾鎮,東仁里
幼安藥局,120.428047,23.705291,5939031674,(05)6321280,雲林縣虎尾鎮立仁街５７號,雲林縣,虎尾鎮,立仁里
大安藥局,120.433784,23.709032,5939031683,(05)6331547,雲林縣虎尾鎮中山路１２２號,雲林縣,虎尾鎮,中山里
新明藥局,120.425252,23.699592,5939031745,(05)6335193,雲林縣虎尾鎮林森路二段４２９號,雲林縣,虎尾鎮,穎川里
皇安藥局,120.437282,23.710229,5939031763,(05)6333291,雲林縣虎尾鎮光復路３５２號,雲林縣,虎尾鎮,東仁里
端發藥局,120.43679,23.712374,5939031996,(05)6314168,雲林縣虎尾鎮林森路一段３２９號,雲林縣,虎尾鎮,東仁里
安安安藥局,120.430164,23.708156,5939032000,(05)6311989,雲林縣虎尾鎮林森路二段４２８─１號,雲林縣,虎尾鎮,西安里
東仁藥局,120.439641,23.714808,5939032135,(05)6361020,雲林縣虎尾鎮東明路１８６號,雲林縣,虎尾鎮,東仁里
虎尾台丞藥局,120.436388,23.712203,5939032420,(05)6325698,雲林縣虎尾鎮林森路一段３４６號,雲林縣,虎尾鎮,公安里
惠眾藥局,120.428952,23.704725,5939032546,(05)6363350,雲林縣虎尾鎮林森路二段１６９號,雲林縣,虎尾鎮,西安里
福瑞藥局,120.434236,23.709187,5939032555,(05)6365190,雲林縣虎尾鎮仁愛路９０號,雲林縣,虎尾鎮,中山里
永德健保藥局,120.43125,23.709462,5939032617,(05)6322802,雲林縣虎尾鎮德興路８３號,雲林縣,虎尾鎮,德興里
林藥師藥局,120.431995,23.706984,5939032626,(05)6334135,雲林縣虎尾鎮中正路２０７號,雲林縣,虎尾鎮,西安里
福安藥局,120.4399929,23.7886153,5939040253,(05)5871281,雲林縣西螺鎮福田里社口路８３號,,,
仁祥藥局,120.46279,23.800131,5939041465,(05)5882111,雲林縣西螺鎮中和里中山路４６號,雲林縣,西螺鎮,中和里
一生藥局,120.459441,23.801182,5939041732,(05)5862222,雲林縣西螺鎮延平路２３４號,雲林縣,西螺鎮,福興里
恩典藥局,120.465927,23.797718,5939041769,(05)5880833,雲林縣西螺鎮光復西路１４號１樓,雲林縣,西螺鎮,廣福里
瑞大藥局,120.45735,23.797462,5939041778,(05)5873287,雲林縣西螺鎮平和路７７－１號,雲林縣,西螺鎮,漢光里
第一藥局,120.457735,23.799589,5939041830,(05)5875323,雲林縣西螺鎮中山路２１７、２１７－１號１樓,雲林縣,西螺鎮,中興里
西螺藥局,120.461032,23.796729,5939041849,(05)5872112,雲林縣西螺鎮光復西路１２３、１２５號,雲林縣,西螺鎮,漢光里
可安藥局,120.423562,23.745386,5939041894,(05)5880971,雲林縣西螺鎮吳厝里吳厝２７－１１號,雲林縣,西螺鎮,吳厝里
健康藥局,120.388049,23.673901,5939050044,(05)6622889,雲林縣土庫鎮順天里中正路１１號,雲林縣,土庫鎮,順天里
義泰藥局,120.391411,23.677188,5939050071,(05)6624778,雲林縣土庫鎮宮北里中正路２０２號,雲林縣,土庫鎮,宮北里
常春藤藥局,120.392266,23.677557,5939050124,(05)6627371,雲林縣土庫鎮忠正里中山路２４６號,雲林縣,土庫鎮,忠正里
大方藥局,120.390055,23.675424,5939051176,(05)6629199,雲林縣土庫鎮中正路１０６號,雲林縣,土庫鎮,順天里
友杏健康健保藥局,120.354272,23.705995,5939051194,(05)6651758,雲林縣土庫鎮北平里民權路１４號,雲林縣,土庫鎮,北平里
祥安藥局,120.358946,23.704859,5939051229,(05)6656610,雲林縣土庫鎮東平里馬光路３８－１號,雲林縣,土庫鎮,東平里
